id,date_start,type_of_violence,conflict_name,dyad_name,side_a,side_b,country,adm_1,adm_2,latitude,longitude,best,low,high,deaths_civilians,deaths_a,deaths_b,deaths_unknown,where_description,active_year,month
481007,2023-07-02,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,,46.860144,33.578698,2,2,2,0,0,2,0,on the right bank of the Dnieper in the Kherson region,True,2023-07
435779,2022-04-01,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zhytomyr oblast,Korosten raion,51.357391,29.30486,1,1,1,1,0,0,0,in the village Novaya Radcha,True,2022-04
481982,2023-07-12,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Polohy raion,47.412096,36.127804,1,1,1,1,0,0,0,"the village of Tarasovka in the Pologovsky district, Zaporozhye region",True,2023-07
454150,2022-11-17,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kharkiv oblast,Kupiansk raion,49.635556,37.899167,2,2,2,0,0,2,0,"Kupyansk direction: areas of the settlements of Pershotravneve, Kislovka, Krakhmalnoe of the Kharkov region",True,2022-11
542881,2024-03-29,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,,48.14,37.74,3,3,3,0,0,3,0,Donetsk Oblast,True,2024-03
528650,2024-01-01,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Polohy raion,47.5,36.38,1,1,1,0,0,1,0,44th Separate Artillery Brigade,True,2024-01
523866,2024-02-06,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,47.853324,37.484174,18,3,34,0,18,0,0,"Novomykhailivka, Pokrovsk raion (around 47.855318, 37.515086)",True,2024-02
531384,2024-07-04,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,47.941669,37.504218,9,1,20,0,9,0,0,Marinka,True,2024-07
536740,2024-08-02,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Volnovakha raion,47.749789,36.818011,10,2,20,0,10,0,0,"Urozhaine, Volnovakha raion",True,2024-08
499719,2023-05-23,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kharkiv oblast,Kupiansk raion,49.542452,37.893482,1,1,1,0,0,1,0,"direction of the village of Berestov, Kupyan district, Kharkiv region.",True,2023-05
554943,2024-05-30,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Volnovakha raion,47.78031,37.25064,1,1,1,0,0,1,0,"Vuhledar, Vuhledarska urban community, Volnovakha District, Donetsk Oblast",True,2024-05
495625,2023-10-20,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,,46.6406,32.61589,2,2,2,0,0,2,0,Kherson direction,True,2023-10
524430,2024-05-18,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Donetsk raion,47.943889,37.547778,2,1,4,0,2,0,0,Donetsk (Trudovskaya),True,2024-05
453557,2022-10-02,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,49.0,32.0,41,41,0,0,41,0,0,Ukraine,True,2022-10
494404,2023-08-27,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,,48.92,39.02,1,1,1,0,0,1,0,Luhansk region,True,2023-08
554307,2024-05-23,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kharkiv oblast,,49.5,36.5,1,1,1,0,0,1,0,Kharkiv Oblast,True,2024-05
491738,2023-09-20,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.397804,37.843767,1,1,1,0,0,1,0,"Donetsk region, in the Toretsk district",True,2023-09
543882,2024-09-06,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,Kherson raion,46.5486,32.92787,3,1,5,0,3,0,0,"Radensk, Kherson raion",True,2024-09
523841,2024-02-04,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Polohy raion,47.443545,35.835239,1,0,3,0,1,0,0,"Robotyne, Polohy raion",True,2024-02
498026,2023-03-19,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,,48.14,37.74,1,1,1,0,0,1,0,Donetsk region,True,2023-03
554846,2024-05-29,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,Severodonetsk raion,49.00048,38.11234,1,1,1,0,0,1,0,"Dibrova, Kreminska urban community, Sieverodonetsk District, Luhansk Oblast",True,2024-05
527152,2024-06-20,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Kramatorsk raion,49.12688,37.97031,2,2,2,0,2,0,0,"Lymansky direction: near Grekivka, Nevsky, Novosadovo and Serebryansky forests.",True,2024-06
472378,2023-04-27,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kharkiv oblast,Kharkiv raion,50.28161,36.23875,1,1,1,1,0,0,0,village of Tokarivka in the Kharkiv region,True,2023-04
492742,2023-01-13,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,47.853324,37.484174,1,1,1,0,0,1,0,"near the village of Novomykhailivka, Donetsk region",True,2023-01
532297,2024-01-11,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kharkiv oblast,Kupiansk raion,50.05516,37.80479,1,1,1,0,0,1,0,Kharkiv Oblast	Kupiansk District	Dvorichanska settlement community	Bolohivka,True,2024-01
451549,2022-10-20,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,,46.6406,32.61589,2,2,2,0,0,2,0,"Nikolaev-Kryvyi Rih direction: direction of the settlements of Pyatikhatki, Sukhanovo, Sablukovka, Bezvodnoye, Bruskinskoye and Pravdino of the Kherson region",True,2022-10
498519,2023-11-11,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.555278,37.816111,1,1,1,0,0,1,0,area of the village of Pivdenne in the Donetsk region,True,2023-11
499720,2022-10-17,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.707778,38.147778,2,2,2,0,0,2,0,"area of Yakovlivka, Bakhmut district, Donetsk region.",True,2022-10
541640,2024-03-11,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.32726,37.84336,1,1,1,0,0,1,0,"N'ju-Jork, Toretska urban community, Bakhmut District, Donetsk Oblast",True,2024-03
533338,2023-12-01,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Vasylivka raion,47.54784,35.54935,1,1,1,0,0,1,0,Vasylivka District	Stepnohirska settlement community	Mali Shcherbaky,True,2023-12
495983,2023-08-21,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,Svativskyi raion,49.3292,37.93861,4,4,4,0,0,4,0,near Novoyehorivka in Luhansk Oblast,True,2023-08
548621,2024-10-16,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,,48.14,37.74,2,2,2,0,0,2,0,"in the areas of the settlements of Serebryanka, Seversk, Orekhovo-Vasilyevka, Stupochki, Predtechino, Belaya Gora, Kurakhovo, Ilyinka and Katerynivka of the Donetsk People's Republic",True,2024-10
492321,2023-01-03,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Volnovakha raion,47.755044,37.217338,1,1,1,0,0,1,0,near the village of Pavlivka in Donetsk region.,True,2023-01
513654,2024-02-14,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Volnovakha raion,47.73513,37.373543,1,1,1,0,0,1,0,"in the areas of the settlements of Vodiane, Vladimirovka, Urozhayne of the Donetsk People's Republic and Priyutnoye of the Zaporozhye region.",True,2024-02
492794,2023-01-16,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.75451,38.08136,2,2,2,0,0,2,0,"near the village of Rozdolivka, Bakhmut District",True,2023-01
448963,2022-09-30,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,Kherson raion,46.63695,32.61458,2,2,2,0,1,0,1,Kherson,True,2022-09
496506,2023-10-26,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.592436,37.99993,1,1,1,0,0,1,0,1st mechanized platoon of the 9th mechanized company of the 1st battalion,True,2023-10
487129,2023-08-27,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,49.337121,37.878161,2,2,57,0,2,0,0,Kupian direction,True,2023-08
434615,2022-04-09,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kharkiv oblast,Kharkiv raion,50.108463,36.115225,2,2,2,2,0,0,0,in Dergachi,True,2022-04
523646,2024-03-17,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,,46.822302,33.590794,5,1,10,0,5,0,0,Kherson oblast,True,2024-03
435971,2022-04-29,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,,48.92,39.02,1,1,1,1,0,0,0,the Luhansk region,True,2022-04
549811,2024-10-29,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,,46.6406,32.61589,1,1,1,1,0,0,0,In the Kherson region,True,2024-10
497680,2023-06-30,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Volnovakha raion,47.786361,36.698694,1,1,1,0,0,1,0,"near the village of Rivnopil, Volnovasky district, Donetsk region",True,2023-06
531891,2024-07-08,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,49.508475,37.937847,2,2,2,0,0,2,0,,True,2024-07
493903,2023-10-08,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,Severodonetsk raion,48.9549,38.135299,2,2,2,0,0,2,0,Krasnoliman direction: Torskoye area and the Serebryansky forestry area,True,2023-10
465516,2023-02-26,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.592436,37.99993,2,2,9,0,2,0,0,"Bakhmut direction: area of ​​such settlements as Dubovo-Vasylivka, Yagidne, Bakhmut, Ivankivske, Severnye",True,2023-02
492417,2023-09-30,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,49.0,32.0,1,1,1,0,0,1,0,not specified,True,2023-09
528979,2024-01-09,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,,48.92,39.02,1,1,1,0,0,1,0,Luhansk Oblast,True,2024-01
534250,2023-11-17,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Horlivka raion,48.404444,38.081667,3,1,3,0,3,0,0,"Holmivskyi, Horlivka raion",True,2023-11
480863,2023-03-28,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Kramatorsk raion,48.671252,37.82741,1,1,1,0,0,1,0,in the Novomarkovo area of ​​the Donetsk region,True,2023-03
532845,2024-01-20,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,Svativskyi raion,49.47345,37.90167,1,1,1,0,0,1,0,Svatove District	Kolomyichyska rural community	Stel'makhivka,True,2024-01
552766,2024-11-17,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,47.987053,37.271787,2,2,128,0,2,0,0,"in the Kurakhiv direction: in the areas of Novaya Illinka, Berestkiv, Voznesenka, Sontsivka, Zori, Maksimilianivka, Dalny, Kurakhovo and Antonivka",True,2024-11
534863,2023-12-16,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Polohy raion,47.53559,35.90223,1,1,1,0,0,1,0,Pology District	Malotokmachanska rural community	Mala Tokmachka,True,2023-12
501017,2022-05-10,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.91963,38.13543,1,1,1,0,0,1,0,"near the settlement of Serebryanka, Bakhmut District",True,2022-05
553710,2024-05-18,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Odessa oblast,Odessa raion,46.579669,30.545299,1,1,1,0,0,1,0,"Dachne, Dachnenska rural community, Odesa District, Odesa Oblast",True,2024-05
532263,2024-07-16,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,,48.14,37.74,5,1,10,0,5,0,0,Donetsk oblast,True,2024-07
531502,2022-05-19,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Kramatorsk raion,48.853333,37.625,1,1,1,0,0,1,0,Slov'jans'k,True,2022-05
556118,2024-09-01,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,,48.14,37.74,2,2,2,0,0,2,0,Donetsk Oblast,True,2024-09
548476,2024-10-13,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,49.508475,37.937847,2,2,2,0,0,2,0,,True,2024-10
486328,2023-08-11,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,Severodonetsk raion,48.9549,38.135299,1,1,1,0,0,1,0,Krasnolimansky direction: area of ​​​​the settlement of Sergeevka of the Luhansk People's Republic and Serebryansky forestry.,True,2023-08
429683,2022-02-26,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Volnovakha raion,47.595,37.4825,18,18,18,15,3,0,0,Volnovakha in the Donetsk region,True,2022-02
535196,2023-12-24,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.758291,38.24724,3,3,3,0,0,3,0,Bakhmut District	Soledarska urban community	Berestove,True,2023-12
520557,2024-04-22,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Volnovakha raion,47.82583,37.31184,1,1,1,0,0,1,0,"Staromayorskoe, Vodyanoye and Urozhaynoye of the Donetsk People’s Republic",True,2024-04
535452,2024-08-11,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,48.221848,37.198509,2,2,88,0,2,0,0,In the Pokrovsky direction,True,2024-08
492320,2023-01-03,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Kramatorsk raion,48.999497,37.967459,1,1,1,0,0,1,0,"near Torske settlement, Kramatorsk district, Donetsk region",True,2023-01
559599,2024-11-30,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,,47.83972,35.14057,5,1,10,0,5,0,0,Zaporizhzhia oblast,True,2024-11
485510,2023-07-27,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Volnovakha raion,47.750536,36.79547,28,12,72,0,28,0,0,Staromairoske and the western tactical heights,True,2023-07
547016,2022-09-09,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.807965,38.240373,5,5,5,0,0,5,0,Spirne,True,2022-09
530716,2024-07-11,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,48.193729,37.541002,1,1,1,1,0,0,0,Novoselivka Pershii,True,2024-07
554651,2024-11-29,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kharkiv oblast,Kupiansk raion,49.63026,37.6775,1,1,1,1,0,0,0,"village of Kivsharivka, Kupyan district",True,2024-11
519601,2024-04-10,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,47.333839,33.565379,2,2,112,0,2,0,0,southern direction,True,2024-04
444138,2022-08-06,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Volnovakha raion,47.699722,37.418889,1,1,1,1,0,0,0,Blagodatnoe,True,2022-08
445650,2022-08-24,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,48.061667,37.574722,2,2,2,0,2,0,0,Avdiivka direction: settlements of Peski and Nevelskoye,True,2022-08
522176,2024-04-25,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.74412,38.15272,5,1,10,0,5,0,0,"Vesele, Bakhmut raion",True,2024-04
500791,2023-02-09,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Kramatorsk raion,48.53058,37.82239,1,1,1,0,0,1,0,"near the settlement of Stupochki, Bakhmut district, Donetsk region",True,2023-02
543342,2024-09-18,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kharkiv oblast,Kharkiv raion,50.202081,36.33533,1,1,1,1,0,0,0,village of Velyki Prohody,True,2024-09
552964,2024-05-10,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Kramatorsk raion,48.671252,37.82741,1,1,1,0,0,1,0,"Novomarkove, Kostiantynivska urban community, Kramatorsk District, Donetsk Oblast",True,2024-05
528769,2024-01-03,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,48.145278,37.745,2,2,2,0,0,2,0,Pokrovsk District	Avdiivska urban community	Avdiyivka,True,2024-01
541797,2024-03-15,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Dnipropetrovsk oblast,,48.5,35.0,1,1,1,0,0,1,0,Dnipropetrovsk Oblast,True,2024-03
527435,2023-12-05,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Horlivka raion,48.202527,37.975762,5,1,10,0,5,0,0,"Panteleimonivka, Horlivka raion",True,2023-12
440707,2022-06-07,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Mykolayiv oblast,Mykolayiv raion,47.01959,32.42906,2,2,2,2,0,0,0,the village of Zaselye,True,2022-06
464699,2023-02-15,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,Kherson raion,46.56336,32.34783,2,2,2,0,0,2,0,near the village of Kizomys,True,2023-02
437703,2022-05-17,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,,47.92,38.28,3,3,3,0,3,0,0,DPR,True,2022-05
554129,2024-05-21,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kharkiv oblast,Kupiansk raion,49.720989,37.718728,1,1,1,0,0,1,0,"areas of the settlements of Volchanskie Khutora, Belyi Kolodez and Petropavlovka in the Kharkov region

///
area of ​​Volchansk and Staritsa, Kharkov region,
areas of the settlements of Konstantinovka, Okhrimovka and Granov, Kharkov region,",True,2024-05
534281,2024-07-25,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,47.333839,33.565379,2,2,2,0,0,2,0,,True,2024-07
556739,2024-12-10,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Zaporizhzhia raion,47.84126,35.121166,11,11,11,11,0,0,0,In Zaporizhia,True,2024-12
433168,2022-03-19,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,49.0,32.0,5,5,5,0,5,0,0,in Ukraine,True,2022-03
492519,2023-10-01,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Polohy raion,47.427906,35.985916,2,2,2,0,2,0,0,Melitopol direction,True,2023-10
537609,2023-11-21,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,,46.6406,32.61589,1,1,1,0,0,1,0,Kherson Oblast,True,2023-11
518831,2024-03-27,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,48.197222,37.907222,1,1,1,1,0,0,0,near the village of Krasnyi Partizan,True,2024-03
463593,2023-02-07,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,Beryslav raion,46.78118,33.05749,2,2,2,0,0,2,0,near the village of Tyaginka,True,2023-02
447704,2022-09-16,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Berdyansk raion,46.763064,36.791509,2,2,2,1,1,0,0,"Berdyansk, Zaporozhye region",True,2022-09
520032,2024-04-22,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kharkiv oblast,Chuhuiv raion,49.828613,37.081665,1,1,1,1,0,0,0,near the village. Yurchenkove of Chuguyiv district.,True,2024-04
523914,2024-02-12,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,Severodonetsk raion,48.925685,38.244491,1,0,3,0,1,0,0,"Bilohorivka, Sievierodonetsk raion",True,2024-02
494532,2023-06-21,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,49.0,32.0,2,2,2,0,0,2,0,Not specified,True,2023-06
494394,2023-09-03,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.592436,37.99993,1,1,1,0,0,1,0,Bakhmut district,True,2023-09
453657,2022-11-10,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Makiivka City municipality,48.049822,37.969032,1,1,1,1,0,0,0,Chervonogvardeisky district of Makeyevka,True,2022-11
