id,date_start,type_of_violence,conflict_name,dyad_name,side_a,side_b,country,adm_1,adm_2,latitude,longitude,best,low,high,deaths_civilians,deaths_a,deaths_b,deaths_unknown,where_description,active_year,month
537048,2023-10-13,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Polohy raion,47.411565,35.840854,4,1,8,0,4,0,0,"Novoprokopivka, Polohy raion",True,2023-10
553755,2024-05-18,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,Beryslav raion,47.43329,33.40506,1,1,1,0,0,1,0,"Urozhaynoye and Staromayorskoye, Vladimirovka and Novomayorskoye  
/
Makarovka area 
/
settlements of Krasnogorovka, Konstantinovka and Novy of the Donetsk People's Republic

Novgorodskoye, Arkhangelskoye, Ocheretino, Solovyovo, Netaylovo, Umanskoye and Berdychi 

/
settlements of Semyonovka, Mayorsk, Kalinovo and Novgorodskoye of the Donetsk People's Republic",True,2024-05
481827,2023-07-14,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,Severodonetsk raion,49.00048,38.11234,1,1,5,0,1,0,0,Lymansk-Kupyansk direction: in Dibrova region of Luhansk region and Novosadovo region of Donetsk region,True,2023-07
498947,2023-11-11,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,48.145278,37.745,3,3,3,0,0,3,0,near Avdiivka,True,2023-11
439034,2022-05-30,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,Beryslav raion,47.236815,33.191444,3,2,5,0,0,3,0,Davydiv Brid in #Kherson Oblast.,True,2022-05
491443,2023-08-08,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,48.145278,37.745,4,2,7,0,4,0,0,Avdiyivka direction,True,2023-08
491373,2023-09-21,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,47.941669,37.504218,1,1,1,0,0,1,0,Donetsk direction:  area of ​​the settlements of Vodyanoye and Maryinka of the Donetsk People’s Republic,True,2023-09
444250,2022-08-03,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Donetsk raion,47.921111,37.578056,1,1,1,1,0,0,0,Oleksandrivka,True,2022-08
491583,2023-09-17,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.469339,37.959252,1,1,1,0,0,1,0,"Kurdyumivka, Bakhmut district, Donetsk region",True,2023-09
520850,2024-04-26,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,47.973271,37.3965,1,1,1,0,0,1,0,"along the front line, Maksimilyanovka, Katerinovka, Paraskoviyevka, Chasiv Yar, Stupochki, Konstantinovka, Nevelskoye and Krasnogorovka of the Donetsk People's Republic",True,2024-04
534011,2023-11-08,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Polohy raion,47.5,36.38,6,2,6,0,6,0,0,Polohy raion,True,2023-11
497585,2023-10-29,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,49.508475,37.937847,2,2,106,0,2,0,0,Kupyan direction,True,2023-10
532137,2022-07-22,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.813056,38.195556,1,1,1,0,0,1,0,Ivano-Dar'yivka,True,2022-07
462414,2023-02-02,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,,46.6406,32.61589,1,1,1,1,0,0,0,Kherson,True,2023-02
453600,2022-10-31,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,49.0,32.0,68,68,43,0,68,0,0,Ukraine,True,2022-10
449836,2022-10-05,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Donetsk raion,48.0,37.805278,3,3,3,3,0,0,0,urban-type settlement of Staromikhailovka and the Kirovsky district of Donetsk,True,2022-10
435976,2022-05-01,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Polohy raion,47.563928,35.785136,2,2,2,2,0,0,0,in Orekhovo,True,2022-05
542914,2024-03-30,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,,47.83972,35.14057,3,3,3,0,0,3,0,Zaporizhzhia Oblast,True,2024-03
532278,2022-07-27,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.5257,38.07145,1,1,1,0,0,1,0,Zajtseve,True,2022-07
530517,2022-05-30,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.52508,38.22089,1,1,1,0,0,1,0,Vidrodzhennja,True,2022-05
547155,2022-09-18,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.592436,37.99993,1,1,1,0,0,1,0,Bakhmut,True,2022-09
556438,2024-07-01,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Kramatorsk raion,49.09226,37.96081,1,1,1,0,0,1,0,"Grigorovka, Chasov Yar, Konstantinovka, Krasnogorovka and Spornoye of the Donetsk People's Republic /// Makeevka, Novovodiane, Nevskoye, Stelmakhivka of the Lugansk People's Republic and Terny of the Donetsk People's Republic  ///Vovchansk, Tikhye, Goptovka, Neskuchnoye, Zhovtneve and Liptsy of the Kharkiv region",True,2024-07
546846,2024-10-06,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Kramatorsk raion,48.520114,37.704963,1,1,1,1,0,0,0,Kostyantynivka,True,2024-10
548653,2024-02-21,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,49.0,32.0,0,0,6,0,0,0,0,,True,2024-02
534021,2023-11-09,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.644207,37.96638,4,1,8,0,4,0,0,"Berkhivka, Bakhmut raion",True,2023-11
460582,2022-12-12,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,49.0,32.0,32,32,0,0,32,0,0,Ukraine,True,2022-12
492002,2023-09-27,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Polohy raion,47.411565,35.840854,3,0,4,0,0,3,0,north of Novoprokopivka,True,2023-09
495622,2023-10-20,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,Svativskyi raion,49.363225,37.956215,1,1,1,0,0,1,0,Kupyansk direction in the Sinkovka area of ​​the Kharkov region and Sergeevka of the Lugansk People's Republic.,True,2023-10
516529,2024-03-23,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Vasylivka raion,47.50725,35.45987,1,1,1,0,0,1,0,"in the areas of the settlements of Pyatikhatky in the Zaporizhzhia region, Havrylivka, Ivanivka and Tyahinka in the Kherson regio",True,2024-03
457672,2022-11-30,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Polohy raion,47.5,36.38,2,0,2,0,2,0,0,Tokmak-Polohy,True,2022-11
492339,2023-01-05,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Kramatorsk raion,48.999497,37.967459,1,1,1,0,0,1,0,125th separate territorial defense brigade,True,2023-01
541949,2024-03-19,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,,48.14,37.74,7,7,7,0,0,7,0,Donetsk Oblast,True,2024-03
542735,2024-02-13,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Kramatorsk raion,49.08472,37.88773,2,2,2,0,0,2,0,"Kolodjazi, Lymanska urban community, Kramatorsk District, Donetsk Oblast",True,2024-02
504179,2023-12-16,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kharkiv oblast,Kupiansk raion,49.76293,37.69374,2,2,2,0,0,2,0,Syn'kivka,True,2023-12
537239,2023-11-12,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,47.941669,37.504218,1,1,1,0,0,1,0,Pokrovsk District	Marinska urban community	Mar'yinka,True,2023-11
536760,2024-08-04,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,47.941669,37.504218,11,2,22,0,11,0,0,Marinka,True,2024-08
538850,2024-02-01,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Polohy raion,47.563928,35.785136,1,1,1,0,0,1,0,"Orikhiv, Orikhivska urban community, Pology District, Zaporizhzhia Oblast",True,2024-02
528563,2023-12-31,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,Severodonetsk raion,49.041997,38.210206,1,1,3,0,1,0,0,Kreminna,True,2023-12
529441,2022-03-03,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Volnovakha raion,47.595,37.4825,3,3,3,0,0,3,0,Volnovakha,True,2022-03
542605,2022-08-20,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,48.145278,37.745,1,1,1,0,0,1,0,Avdiyivka,True,2022-08
509162,2024-01-16,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,48.145278,37.745,2,2,368,0,2,0,0,Avdiivka direction,True,2024-01
535851,2023-12-31,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Polohy raion,47.427906,35.985916,4,4,4,0,0,4,0,Pology District	Polohivska urban community	Verbove,True,2023-12
453564,2022-09-08,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,49.0,32.0,23,23,0,0,23,0,0,Ukraine,True,2022-09
541963,2024-09-07,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.397804,37.843767,1,1,1,0,0,1,0,"in the areas of the settlements of Dzerzhinsk, Shcherbinovka, Kleban-Byk, Mikhailovka, Krasnoarmeysk, Grodivka, Galitsynovka and Dimitrov of the Donetsk People's Republic",True,2024-09
481218,2023-07-07,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,Kherson raion,46.618259,32.710731,2,2,2,2,0,0,0,the village of Alyoshki on the left bank of the Kherson region,True,2023-07
540205,2024-09-07,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,Kherson raion,46.74721,32.905,1,1,1,1,0,0,0,Poniativka,True,2024-09
550308,2024-10-03,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,47.991858,37.40147,7,1,13,0,7,0,0,"Hostre, Pokrovsk raion",True,2024-10
553617,2024-05-17,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Volnovakha raion,47.839588,36.835952,1,1,1,0,0,1,0,"Vuhledar, Velikaya Novoselovka, Vodiane, Vladimirovka of the Donetsk People's Republic, Chervonoye and Dorozhnyanka of the Zaporozhye region, Staromayorsky and Urozhaynoye in the DPR 

///
Vesele, Volchansk, Dergachi, Neskuchnoye, Krasnoye and Liptsy, and Glubokoe, Tikhye and Staritsa of the Kharkiv region",True,2024-05
477941,2023-06-19,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Vasylivka raion,47.50129,35.42996,11,5,15,0,11,0,0,"Zherebyanky, between the newly liberated village of Pyatykhaty and Luhove to the west.",True,2023-06
559868,2024-12-17,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kharkiv oblast,,49.5,36.5,2,2,2,0,0,2,0,"in the areas of the settlements of Zolochiv; Novomlynsk, Zagryzovo, Lozovaya and Volchansk in the Kharkov region",True,2024-12
560512,2024-09-05,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,Severodonetsk raion,48.925685,38.244491,1,1,1,0,0,1,0,"Bilohorivka, Lysychanska urban community, Sieverodonetsk District, Luhansk Oblast",True,2024-09
433148,2022-03-18,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,,48.21,39.33,2,2,2,0,0,2,0,LPR,True,2022-03
546849,2024-10-06,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,48.01,37.30175,1,1,1,1,0,0,0,in Illinka of the Kurakhiv community,True,2024-10
553921,2024-05-19,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.807965,38.240373,2,2,2,0,0,2,0,"Spirne, Soledarska urban community, Bakhmut District, Donetsk Oblast",True,2024-05
445838,2022-08-25,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Horlivka raion,48.3,38.05,2,2,2,2,0,0,0,Gorlovka,True,2022-08
554331,2024-05-24,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,Svativskyi raion,49.478827,38.211317,1,1,1,0,0,1,0,"Svatove District, Luhansk Oblast",True,2024-05
539809,2023-11-29,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Kramatorsk raion,49.09226,37.96081,1,1,1,0,0,1,0,Kramatorsk District	Lymanska urban community	Terny,True,2023-11
528671,2024-07-01,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,48.14708,37.30032,3,3,3,3,0,0,0,Selydiv community in Donetsk region,True,2024-07
528958,2024-06-27,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,49.508475,37.937847,2,2,2,0,0,2,0,area of responsibility of the Western Group of Forces,True,2024-06
480514,2023-06-30,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Polohy raion,47.53559,35.90223,1,1,1,0,0,1,0,Zaporizhia direction: in the area of ​​Gulyaipol and Malaya Tokmachka,True,2023-06
457571,2022-12-10,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,Svativskyi raion,49.41029,38.15035,0,0,2,0,0,0,0,Svatovo city,True,2022-12
501419,2023-10-10,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,48.2042,37.707,247,90,248,0,247,0,0,approach from Krasnohorivka to Stepove Dachas.,True,2023-10
478294,2023-06-13,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Mykolayiv oblast,Mykolayiv raion,46.65299,31.61886,2,2,2,0,0,2,0,area of ​​​​the settlement of Kutsurub,True,2023-06
532803,2024-01-18,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Kramatorsk raion,49.09226,37.96081,1,1,1,0,0,1,0,Kramatorsk District	Lymanska urban community	Terny,True,2024-01
545173,2024-09-28,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,49.508475,37.937847,2,2,2,0,0,2,0,,True,2024-09
437846,2022-05-20,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kharkiv oblast,Kharkiv raion,50.108463,36.115225,1,1,1,1,0,0,0,in Dergachi,True,2022-05
495564,2023-10-17,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,Severodonetsk raion,49.00048,38.11234,2,2,2,0,0,2,0,"Krasnolimansk direction: area of ​​the village of Chervonaya Dibrova, Lugansk People’s Republic,",True,2023-10
553496,2024-05-16,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.61038,37.85974,1,1,1,0,0,1,0,"Kalynivka, Chasovoiarska urban community, Bakhmut District, Donetsk Oblast",True,2024-05
475211,2023-05-12,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Donetsk raion,48.0,37.805278,1,1,1,1,0,0,0,Kievsky district of Donetsk,True,2023-05
456471,2022-11-29,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,Kakhovka raion,46.81601,33.47862,4,4,4,4,0,0,0,Kakhovka,True,2022-11
445780,2022-08-27,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,,46.6406,32.61589,2,2,35,0,2,0,0,"Soldatskoye, Aleksandrovka, Vysokopole",True,2022-08
492015,2023-09-23,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Volnovakha raion,47.749789,36.818011,2,2,2,0,0,2,0,"South Donetsk direction: areas of the settlements Urozhainoye, Staromayorskoye, Donetsk People's Republic, and Malinovka, Zaporozhye region.",True,2023-09
544681,2024-09-23,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,47.333839,33.565379,2,2,2,0,0,2,0,,True,2024-09
528889,2024-01-07,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kirovohrad oblast,Oleksandriia raion,49.06287,33.2458,1,1,1,0,0,1,0,Kirovohrad Oblast	Oleksandriia District	Svitlovodska urban community	Svitlovods'k,True,2024-01
499571,2022-05-14,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Mariupol raion,47.095833,37.549444,1,1,1,0,0,1,0,city of Mariupol,True,2022-05
485146,2023-08-02,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Polohy raion,47.579636,35.800143,1,1,1,1,0,0,0,"Preobrazhenka, Zaporizhzhia",True,2023-08
537114,2024-08-19,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.871678,38.092445,1,1,1,1,0,0,0,Siversk,True,2024-08
531929,2024-07-11,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Polohy raion,47.370233,35.663273,1,1,1,1,0,0,0,"village of Chistopolye, Tokmak district, Zaporozhye region",True,2024-07
552885,2024-06-02,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,Svativskyi raion,49.16756,37.97801,1,1,1,0,0,1,0,"Nevs'ke, Krasnorichenska settlement community, Svatove District, Luhansk Oblast",True,2024-06
537773,2023-11-24,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.600214,37.949744,1,1,1,0,0,1,0,Donetsk Oblast				3rd Separate Assault Brigade Azov,True,2023-11
533550,2024-07-28,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Volnovakha raion,47.749789,36.818011,6,1,11,0,6,0,0,"Urozhaine, Volnovakha raion",True,2024-07
457186,2022-11-20,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,,,49.0,32.0,30,30,30,0,30,0,0,Ukraine,True,2022-11
429465,2022-02-24,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Volnovakha raion,47.78031,37.25064,4,4,4,4,0,0,0,"city of Vuhledar, Donetsk region",True,2022-02
530095,2022-04-07,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Volnovakha raion,47.78031,37.25064,2,2,2,0,0,2,0,Vuhledar,True,2022-04
535881,2023-11-01,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Volnovakha raion,47.750536,36.79547,3,3,3,0,0,3,0,Volnovakha District	Velykonovosilkivska settlement community	Staromajors'ke,True,2023-11
495642,2023-10-21,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Bakhmut raion,48.57218,37.91742,1,1,1,0,0,1,0,"Donetsk direction: area of ​​Bogdanovka and Kleshcheevka. settlements Veseloe, Nikolaevka, Krasnoe, Kurdyumovka and Vasyukovka of the Donetsk People's Republic",True,2023-10
551785,2024-05-01,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,Kakhovka raion,46.735487,33.40393,1,1,1,0,0,1,0,"Plodove, Tavriiska urban community, Kakhovka District, Kherson Oblast",True,2024-05
501052,2023-08-15,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Kramatorsk raion,49.09226,37.96081,1,1,1,0,0,1,0,in the village of Thorns of Lyman district of Donetsk region,True,2023-08
519174,2024-03-28,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Zaporizhzhya oblast,Vasylivka raion,47.269561,34.685766,4,1,4,0,4,0,0,near the village of Velyka Bilozerka.,True,2024-03
547787,2024-04-15,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Luhansk oblast,Severodonetsk raion,48.925685,38.244491,2,2,2,0,0,2,0,"Bilohorivka, Lysychanska urban community, Sieverodonetsk District, Luhansk Oblast",True,2024-04
558464,2024-12-09,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,,48.14,37.74,2,2,2,0,0,2,0,"in the areas of the settlements of Kurakhovo, Novomarkovo, Ostrovsky, Annovka and Uspenovka of the Donetsk People's Republic",True,2024-12
494886,2023-10-15,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Kherson oblast,Kherson raion,46.643617,32.816086,3,3,3,0,3,0,0,"Poima (46.643950, 32.815829)",True,2023-10
452081,2022-10-31,1,Russia - Ukraine,Government of Russia (Soviet Union) - Government of Ukraine,Government of Russia (Soviet Union),Government of Ukraine,Ukraine,Donetsk oblast,Pokrovsk raion,47.987053,37.271787,1,1,1,1,0,0,0,Kurakhovskaya community,True,2022-10
